,Model,model,train_mae,train_rmse,test_mae,test_rmse
278,SVR_High_150,SVR(),3720.4448904483443,5597.697304744865,3531.8344960731774,5235.949984224959
279,KNN_High_150,KNeighborsRegressor(),36.99149783705839,59.12586106520152,51.39956239870335,83.66788990293918
280,XGBoost_High_150,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",26.262589563701162,35.925257756697384,66.00859547125077,108.64094450265785
281,LightGBM_High_150,LGBMRegressor(verbosity=0),40.22162517633463,57.341507353949694,60.323546160914276,101.05078896966592
282,RNN_High_150,"<Sequential name=sequential_84, built=True>",7713.847506912991,9953.338552919671,7303.550761594108,9476.621724832226
283,LSTM_High_150,"<Sequential name=sequential_85, built=True>",7933.2539387258075,10124.328277161754,7522.957192968433,9646.72952552889
284,GRU_High_150,"<Sequential name=sequential_86, built=True>",7866.443088305968,10072.061946096534,7456.146342871371,9594.718540522086
285,Bidirectional_LSTM_High_150,"<Sequential name=sequential_87, built=True>",7856.513658843972,10064.308812598472,7446.216913089103,9587.00432484794
286,LinearRegression_High_200,LinearRegression(),51.76088387747059,81.526499206959,54.448231288362095,96.32703206172577
287,Ridge_High_200,Ridge(),51.760883792259946,81.52649920695913,54.44823074537944,96.3270318735056
288,Lasso_High_200,Lasso(),169.5863692766235,250.60966504223796,167.75703589991107,243.90924323503893
289,RandomForest_High_200,RandomForestRegressor(),20.849477830274306,33.8256191930057,57.30081045751692,103.69330416804586
290,GradientBoosting_High_200,GradientBoostingRegressor(),52.533510658578564,74.95233192071733,68.09620453727784,112.28485039934347
291,SVR_High_200,SVR(),3718.4372277897355,5588.832562162495,3705.126684813482,5459.840535301141
292,KNN_High_200,KNeighborsRegressor(),36.99802834817372,58.58828775588247,49.88004901960784,82.57649141737565
293,XGBoost_High_200,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",25.78721255469317,35.17820322270438,66.79573677412046,119.98766824940463
294,LightGBM_High_200,LGBMRegressor(verbosity=0),39.381360621834354,56.54730436308091,58.049971256606035,100.6209163759594
295,RNN_High_200,"<Sequential name=sequential_88, built=True>",7743.747314418741,9964.478620927055,7629.547161546096,9824.523522930695
296,LSTM_High_200,"<Sequential name=sequential_89, built=True>",7983.355034145137,10151.806209449429,7869.1548813290065,10011.736667713387
297,GRU_High_200,"<Sequential name=sequential_90, built=True>",7910.634567226358,10094.718964564661,7796.434414353713,9954.680413739126
298,Bidirectional_LSTM_High_200,"<Sequential name=sequential_91, built=True>",7941.214511651869,10118.700489080136,7827.014358565386,9978.648519974846
299,LinearRegression_High_250,LinearRegression(),52.09095132480648,82.03176901460968,54.929501554366254,86.85512852431049
300,Ridge_High_250,Ridge(),52.09095114806762,82.03176901460982,54.92950110013963,86.85512792893832
301,Lasso_High_250,Lasso(),221.83758340397884,330.2327983871683,218.64525846194778,338.8634934298831
302,RandomForest_High_250,RandomForestRegressor(),20.957901062660312,34.336157916862966,55.08592421746327,87.16039576783342
303,GradientBoosting_High_250,GradientBoostingRegressor(),54.15166890095675,77.58155862096962,66.76423019691738,97.63880967324381
304,SVR_High_250,SVR(),3747.618123147492,5610.745426576044,3511.8706840537184,5247.699333246338
305,KNN_High_250,KNeighborsRegressor(),37.83167460608281,60.10783115791049,49.066441515650794,73.10791845748425
306,XGBoost_High_250,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",25.726794420174524,34.661821030885434,64.30230747078353,97.26405288244584
307,LightGBM_High_250,LGBMRegressor(verbosity=0),39.320694360448165,56.00445119597962,59.88077461188591,90.37678444071186
308,RNN_High_250,"<Sequential name=sequential_92, built=True>",7834.711614632389,10042.06896229182,7388.3998450793,9534.195580957676
309,LSTM_High_250,"<Sequential name=sequential_93, built=True>",8064.399580471365,10222.27878440309,7618.087810912281,9713.274164463113
310,GRU_High_250,"<Sequential name=sequential_94, built=True>",7980.95915796735,10156.581710403945,7534.647388414261,9647.970997723973
311,Bidirectional_LSTM_High_250,"<Sequential name=sequential_95, built=True>",7944.875037071198,10128.25169031228,7498.563267414024,9619.817262887795
312,LinearRegression_Low_30,LinearRegression(),59.03125549537438,101.18701848252167,57.19382352286626,97.28603628043959
313,Ridge_Low_30,Ridge(),59.03125557441334,101.18701848252174,57.19382346491473,97.28603584035625
314,Lasso_Low_30,Lasso(),120.3148455733032,188.96596014253848,115.6598495145343,188.5119165146639
315,RandomForest_Low_30,RandomForestRegressor(),23.979885696605557,41.038587526756636,61.94376788553288,106.26346111562482
316,GradientBoosting_Low_30,GradientBoostingRegressor(),59.14558998291793,88.66122203292747,69.50931138073423,108.0481513197525
317,SVR_Low_30,SVR(),3616.020200123382,5492.25252320954,3510.997671138183,5321.469615787352
318,KNN_Low_30,KNeighborsRegressor(),51.411734441301284,87.11144582257349,66.41411764705884,111.48081070090493
319,XGBoost_Low_30,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",33.68568981769568,47.421237510428526,70.7571521170757,116.7001161306496
320,LightGBM_Low_30,LGBMRegressor(verbosity=0),51.80347089427422,78.08868893194501,65.14130264967858,103.5460939838028
321,RNN_Low_30,"<Sequential name=sequential_96, built=True>",7491.310866430085,9736.930894834893,6973.534599840318,9309.68051579646
322,LSTM_Low_30,"<Sequential name=sequential_97, built=True>",7770.720885302424,9953.501285037777,7252.944618712699,9520.775815749801
323,GRU_Low_30,"<Sequential name=sequential_98, built=True>",7702.943512718276,9900.67793088743,7185.167246264531,9469.244680836156
324,Bidirectional_LSTM_Low_30,"<Sequential name=sequential_99, built=True>",7645.535325329577,9856.079095433137,7127.7590588592375,9425.758094929735
325,LinearRegression_Low_45,LinearRegression(),58.96289947190999,100.33671016968772,60.872120647534786,103.73974786244223
326,Ridge_Low_45,Ridge(),58.962899534035465,100.33671016968778,60.87212075418517,103.73974787715945
327,Lasso_Low_45,Lasso(),132.5744526421869,208.9078338796131,127.7343548818612,198.84760170257607
328,RandomForest_Low_45,RandomForestRegressor(),23.411650186071267,40.19669187156232,65.0986762360446,107.65634160576037
329,GradientBoosting_Low_45,GradientBoostingRegressor(),58.82251993259456,87.45083496523954,73.61227429910467,114.38494479572402
330,SVR_Low_45,SVR(),3597.6549304615855,5477.338921429518,3788.4575330736784,5710.447763249414
331,KNN_Low_45,KNeighborsRegressor(),45.58908027644871,77.2201701186457,64.19406698564588,106.36329277715461
332,XGBoost_Low_45,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",31.908177769938284,44.0898451984449,70.31454937948563,115.5664712613238
333,LightGBM_Low_45,LGBMRegressor(verbosity=0),49.31214424744935,74.30085311859207,68.93519146761633,110.47800575135743
334,RNN_Low_45,"<Sequential name=sequential_100, built=True>",7444.782908247211,9685.423340497875,7576.366764303449,9922.056066613168
335,LSTM_Low_45,"<Sequential name=sequential_101, built=True>",7678.539463935945,9866.235401878634,7810.123319985422,10101.677558064855
336,GRU_Low_45,"<Sequential name=sequential_102, built=True>",7592.632261765064,9799.525363406303,7724.2161177347725,10035.406211386255
337,Bidirectional_LSTM_Low_45,"<Sequential name=sequential_103, built=True>",7632.10618209609,9830.14127533406,7763.690038176664,10065.820693541871
338,LinearRegression_Low_60,LinearRegression(),59.03558419027922,100.03569847474263,61.444438567340924,106.48900939882371
339,Ridge_Low_60,Ridge(),59.035584273653754,100.03569847474266,61.44443870635656,106.48900981128733
340,Lasso_Low_60,Lasso(),146.81721773314015,228.62745645991632,128.8283469354218,199.17803702542722
341,RandomForest_Low_60,RandomForestRegressor(),23.549158998046043,39.896191456041336,64.8317707667732,108.57792016415581
342,GradientBoosting_Low_60,GradientBoostingRegressor(),58.84678801027412,87.42808537151295,74.16613232781701,116.80663996691945
343,SVR_Low_60,SVR(),3643.9867520933904,5525.676771253851,3469.462284038544,5159.520192817972
344,KNN_Low_60,KNeighborsRegressor(),43.675308225262036,73.02237362623103,60.84715654952081,98.71626609153283
345,XGBoost_Low_60,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",30.72242253381971,43.08158731577793,72.68460851309779,122.57785612220613
346,LightGBM_Low_60,LGBMRegressor(verbosity=0),48.26561339762942,72.3061279498934,68.9526579023794,112.14378150079561
347,RNN_Low_60,"<Sequential name=sequential_104, built=True>",7520.34215632859,9770.460172986628,7041.321030530838,9258.27859509596
348,LSTM_Low_60,"<Sequential name=sequential_105, built=True>",7771.357269050462,9964.955577543693,7292.336142825775,9450.591893068511
349,GRU_Low_60,"<Sequential name=sequential_106, built=True>",7709.225209981973,9916.576991239417,7230.204083563954,9402.732146870123
350,Bidirectional_LSTM_Low_60,"<Sequential name=sequential_107, built=True>",7697.751824129275,9907.66011692356,7218.730698133962,9393.912581401664
351,LinearRegression_Low_90,LinearRegression(),59.892336111589536,100.92690113037953,58.22306916682432,90.58502023581441
352,Ridge_Low_90,Ridge(),59.892336134527696,100.92690113037956,58.22306893979375,90.58502003897074
353,Lasso_Low_90,Lasso(),158.62542995354582,244.5321326512678,151.46406594737692,221.56353180789915
354,RandomForest_Low_90,RandomForestRegressor(),23.927457872188548,40.94910950940629,58.33534991974341,92.41230758843881
355,GradientBoosting_Low_90,GradientBoostingRegressor(),59.80564879647036,89.21505619209182,68.03347353994448,101.94643964560602
356,SVR_Low_90,SVR(),3645.3964255742717,5515.7730806540685,3541.9789632452,5346.6765090975205
357,KNN_Low_90,KNeighborsRegressor(),43.06044269903607,72.11436343996957,58.54810593900482,92.85530266098564
358,XGBoost_Low_90,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.93604890168969,40.099225634064254,72.85896082307134,121.13895910395031
359,LightGBM_Low_90,LGBMRegressor(verbosity=0),46.233786070669126,69.11180731230627,65.26006694826759,103.30047551554668
360,RNN_Low_90,"<Sequential name=sequential_108, built=True>",7537.175174278143,9775.13485582297,7244.247634197009,9490.327272427825
361,LSTM_Low_90,"<Sequential name=sequential_109, built=True>",7749.684376538682,9939.912462448492,7456.756836691867,9653.518035140221
362,GRU_Low_90,"<Sequential name=sequential_110, built=True>",7690.588275474432,9893.907209218974,7397.660735393298,9607.943188227026
363,Bidirectional_LSTM_Low_90,"<Sequential name=sequential_111, built=True>",7732.364322238257,9926.414753245028,7439.436782170719,9640.145620674204
364,LinearRegression_Low_120,LinearRegression(),59.61613382228374,99.88615257545608,60.19994274661421,95.74771832793628
365,Ridge_Low_120,Ridge(),59.616133819073035,99.88615257545607,60.19994265462119,95.74771812541235
366,Lasso_Low_120,Lasso(),165.15014568786916,247.60152770705716,156.76376380171664,255.07674870163476
367,RandomForest_Low_120,RandomForestRegressor(),23.60230295964155,40.24572534882784,59.01073145161294,95.56733393587872
368,GradientBoosting_Low_120,GradientBoostingRegressor(),59.62448418851915,88.11184464905621,69.06625417725105,107.34542200477806
369,SVR_Low_120,SVR(),3651.8129870360176,5513.485611669746,3624.3854711634594,5431.789314622448
370,KNN_Low_120,KNeighborsRegressor(),43.74490044843052,73.07919818788899,57.77080645161289,92.33080979335539
371,XGBoost_Low_120,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.217232901397853,39.23279991910052,68.08027855657762,109.2373562454957
372,LightGBM_Low_120,LGBMRegressor(verbosity=0),46.160125947162726,68.60952546856974,64.82690483625356,100.63627539001058
373,RNN_Low_120,"<Sequential name=sequential_112, built=True>",7573.066594831665,9795.612577317894,7249.08536967616,9550.719171723924
374,LSTM_Low_120,"<Sequential name=sequential_113, built=True>",7796.4389937281585,9969.31036184982,7472.4577687171195,9721.348831142252
375,GRU_Low_120,"<Sequential name=sequential_114, built=True>",7730.584554478392,9917.894215425187,7406.603329393941,9670.82058967222
376,Bidirectional_LSTM_Low_120,"<Sequential name=sequential_115, built=True>",7718.24887684036,9908.28208283329,7394.267651785573,9661.376304565025
377,LinearRegression_Low_150,LinearRegression(),59.627163673410486,98.4758523779215,65.39045428634121,105.69614028400237
378,Ridge_Low_150,Ridge(),59.627163702203,98.47585237792151,65.39045423171181,105.69614035841789
379,Lasso_Low_150,Lasso(),163.23840337583593,246.99064478176592,163.4373231114236,249.73322767619183
380,RandomForest_Low_150,RandomForestRegressor(),23.445175648882472,39.82980106569554,66.71750810372767,116.68437551095342
381,GradientBoosting_Low_150,GradientBoostingRegressor(),59.12713140929501,87.04081278859582,78.25067978038739,123.03611644347029
382,SVR_Low_150,SVR(),3680.1536235396534,5546.417457373807,3486.1139956275633,5180.60577556026
383,KNN_Low_150,KNeighborsRegressor(),43.249951333814,71.73222610505199,59.76463533225286,102.106289526052
384,XGBoost_Low_150,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",29.166880491403866,39.84584652047778,74.78908129526691,119.66084822255691
385,LightGBM_Low_150,LGBMRegressor(verbosity=0),44.56978581387534,66.53265103660921,67.62956071694104,111.00107586296018
386,RNN_Low_150,"<Sequential name=sequential_116, built=True>",7615.07448247732,9843.221966001096,7206.175502615114,9365.080043063552
387,LSTM_Low_150,"<Sequential name=sequential_117, built=True>",7875.255727264909,10045.860443767528,7466.356747698668,9566.725767304002
388,GRU_Low_150,"<Sequential name=sequential_118, built=True>",7786.280689752711,9976.263141973814,7377.381709890505,9497.448064186714
389,Bidirectional_LSTM_Low_150,"<Sequential name=sequential_119, built=True>",7758.7416153630675,9954.784312376883,7349.84263633592,9476.07226455313
390,LinearRegression_Low_200,LinearRegression(),59.66622869360607,95.90971001172973,61.01775108369547,125.1910905004486
391,Ridge_Low_200,Ridge(),59.66622871926612,95.90971001172973,61.01775101007088,125.191090442569
392,Lasso_Low_200,Lasso(),163.6809280984866,243.32778742593803,171.59856001873615,261.9800485453488
393,RandomForest_Low_200,RandomForestRegressor(),23.8733511720881,39.90318831092013,64.70903513071897,132.31049890486324
394,GradientBoosting_Low_200,GradientBoostingRegressor(),59.76166495225796,86.71817430931837,74.78037623381344,137.84749647852956
395,SVR_Low_200,SVR(),3679.366349587445,5535.194666808769,3657.928267997265,5390.989998879385
396,KNN_Low_200,KNeighborsRegressor(),43.384550245320746,70.45363805259774,57.580065359477175,106.93276916780667
397,XGBoost_Low_200,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",27.722039611916227,37.65857579123798,79.96985830668528,160.37826096194703
398,LightGBM_Low_200,LGBMRegressor(verbosity=0),43.76927683148194,63.63814389868958,67.43513248207091,135.5643924448575
399,RNN_Low_200,"<Sequential name=sequential_120, built=True>",7639.530833077643,9850.768778427344,7520.768435250076,9698.58901737368
400,LSTM_Low_200,"<Sequential name=sequential_121, built=True>",7881.666149469231,10039.714908701158,7762.903751849504,9887.534865123074
401,GRU_Low_200,"<Sequential name=sequential_122, built=True>",7798.731638741706,9974.73956299641,7679.969240914139,9822.555604966296
402,Bidirectional_LSTM_Low_200,"<Sequential name=sequential_123, built=True>",7838.802698933461,10006.100235813337,7720.040301094803,9853.91766363995
403,LinearRegression_Low_250,LinearRegression(),60.05839732305211,97.60934705143421,65.40444978744307,105.72596334148261
404,Ridge_Low_250,Ridge(),60.058397265914884,97.60934705143426,65.40444954484242,105.72596290226484
405,Lasso_Low_250,Lasso(),220.36422663588291,330.0205631855651,223.64383836138464,341.92920504922375
406,RandomForest_Low_250,RandomForestRegressor(),23.850024184683143,40.2772106818154,62.590859143327805,103.32634156449386
407,GradientBoosting_Low_250,GradientBoostingRegressor(),60.430216972163365,88.83055642228491,73.41439942596958,112.83166136234547
408,SVR_Low_250,SVR(),3706.9613714078337,5555.012188884569,3475.083345781807,5193.806622141933
409,KNN_Low_250,KNeighborsRegressor(),44.3428600219861,73.44428228143501,58.32912685337722,91.2027072219506
